course_code,title,dept_code,credits,pre_reqs,core_area,inquiry_area,recommendation
REST 121,Elementary Russian I,SOAN,3,False,False,Human Thought and Expression,False
REST 201,Intermediate Russian I,SOAN,3,False,False,Human Thought and Expression,False
POSC 433,Seminar: Topics in Globalization,POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
REST 253,"Lust, Murder, Redemption",SOAN,3,False,False,Human Thought and Expression,False
POSC 436,Sem:Continuity&Change Intl Pol,POSC,3,False,False,"Social Relations,Inst.& Agents",Recommended for all international relations honors students and for students going to graduate school.
SOCI 367,Sociology of Gender,SOAN,3,SOCI 201 or SOCI 250 or WMST 202 or FSEM 145,False,"Social Relations,Inst.& Agents",False
REST 303,Russian in Context,SOAN,3,REST 202,False,Human Thought and Expression,False
POSC 498,Honors Seminar,POSC,3,False,False,"Social Relations,Inst.& Agents",False
REST 412,Senior Seminar,SOAN,3,False,False,Human Thought and Expression,False
UNST 410,"Seminar: Area, Regional, and Global Study",False,3,False,False,False,False
ALST 250,Representations of Africa,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 453,Senior Seminar in Sociology,SOAN,3,(SOCI 101 or FSEM 193) and SOCI 201 and SOCI 250 (SOCI 101 with a grade of C or higher),False,"Social Relations,Inst.& Agents",All Sociology majors should plan to take this course in the fall of their senior year.
WRIT 102,Introduction to Rhetoric in the Liberal Arts Tradition,WRIT,3,False,False,Human Thought and Expression,False
SOCI 494,Honors Seminar,SOAN,3,(SOCI 101 or FSEM 193) and SOCI 201 and SOCI 250 (SOCI 101 with a grade of C or higher),False,"Social Relations,Inst.& Agents",False
CORE 190C,South Africa,False,3,False,Communities & Identities,False,False
WRIT 225,Visual Rhetorics,WRIT,3,False,False,Human Thought and Expression,False
FMST 246,Intro to Performance Studies,ARTS,3,False,False,Human Thought and Expression,False
THEA 246,Intro to Performance Studies,THEA,3,False,False,Human Thought and Expression,False
WMST 301,Feminist Methodologies: Theory and Praxis,EDUC,3,WMST 202 or FSEM 145,False,False,False
WRIT 342,Rhetoric in Black and White: Communication and Culture in Conflict,WRIT,3,False,False,Human Thought and Expression,False
WRIT 345,"Crafting Bodies: Movement, Gender, and Performance",WRIT,3,False,False,Human Thought and Expression,False
CORE 120S,Earth Resources,False,3,False,Scientific Perspectives,False,False
CORE 156C,Southern Africa,False,3,False,Communities & Identities,False,False
CORE 170S,Media Effects,False,3,False,Scientific Perspectives,False,False
CORE 171C,Mexico,False,3,False,Communities & Identities,False,False
POSC 359,Power in Russia from Gorbachev to Putin,POSC,3,False,False,"Social Relations,Inst.& Agents",False
REST 359,Power in Russia from Gorbachev to Putin,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ECON 314,Industrial Organization,ECON,3,ECON 251,False,"Social Relations,Inst.& Agents",False
ECON 320,Law and Economics,ECON,3,ECON 251,False,"Social Relations,Inst.& Agents",False
ECON 339,The Japanese Economy,ECON,3,ECON 251,False,"Social Relations,Inst.& Agents",Previous completion of ECON 375 recommended.
ECON 349,Topics in International Trade,ECON,3,ECON 251,Global Engagements,"Social Relations,Inst.& Agents",False
ECON 353,Fed Challenge,ECON,3,ECON 252,False,"Social Relations,Inst.& Agents",False
ECON 368,American Economic History,ECON,3,ECON 251 and ECON 252,False,"Social Relations,Inst.& Agents",False
ECON 374,Mathematical Economics,ECON,3,ECON 251 and ECON 252 and (MATH 113 or MATH 163),False,"Social Relations,Inst.& Agents",False
ECON 481,Seminar in Labor Economics,ECON,3,ECON 251 and ECON 252 and ECON 375 and (ECON 234 or ECON 339 or ECON 340 or ECON 381),False,"Social Relations,Inst.& Agents",False
CORE 181S,Cooperation & the Environment,False,3,False,Scientific Perspectives,False,False
CLAS 221,The Epic Voice and Its Echoes,CLAS,3,False,False,Human Thought and Expression,False
CLAS 237,Roman History,CLAS,3,False,False,Human Thought and Expression,May be taken for history major credit.
CLAS 401,Senior Seminar in the Classics,CLAS,3,False,False,Human Thought and Expression,False
GREK 122,Elementary Classical Greek II,CLAS,3,GREK 121,Global Engagements,Human Thought and Expression,False
GREK 301,Greek Tragedy,CLAS,3,GREK 201 or GREK 202 or GREK 302 or GREK 310 or GREK 320 or GREK 321 or GREK 350,False,Human Thought and Expression,False
LATN 121,Elementary Latin I,CLAS,3,False,False,Human Thought and Expression,False
LATN 201,Intermediate Latin: Prose,CLAS,3,LATN 122 or LATN 123 or equivalent,False,Human Thought and Expression,False
LATN 321,Livy,CLAS,3,LATN 201 or higher,False,Human Thought and Expression,False
CHIN 121,Elementary Chinese I,EALL,3,False,Global Engagements,Human Thought and Expression,False
CHIN 201,Intermediate Chinese I,EALL,3,CHIN 122 or equivalent experience,Global Engagements,Human Thought and Expression,False
CHIN 303,Films and Media,EALL,3,CHIN 202 or equivalent experience,Global Engagements,Human Thought and Expression,False
CHIN 405,Reading Chinese Newspapers,EALL,3,CHIN 304 or CHIN 303 or equivalent experience,False,Human Thought and Expression,False
CHIN 450,Adv Readings in Chinese Wrldvw,EALL,3,CHIN 405,Global Engagements,Human Thought and Expression,False
JAPN 121,Elementary Japanese I,EALL,3,False,False,Human Thought and Expression,False
JAPN 201,Intermediate Japanese I,EALL,3,JAPN 122 or JAPN 124 or equivalent experience,Global Engagements,Human Thought and Expression,False
JAPN 301,Advanced Japanese I,EALL,3,JAPN 202 or equivalent experience,False,Human Thought and Expression,False
JAPN 401,Readings in Japanese I,EALL,3,JAPN 302,False,Human Thought and Expression,False
ENGL 301,History of English Language,ENGL,3,False,False,Human Thought and Expression,False
ENGL 305,The Female Protagonist,ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 310,African American Humor,ENGL,3,False,False,Human Thought and Expression,False
ENGL 321,Shakespeare,ENGL,3,False,False,Human Thought and Expression,False
ENGL 360,Living Writers,ENGL,3,False,Global Engagements,Human Thought and Expression,False
ENGL 365,Fugitive Mobilities:Migrtn/Env,ENGL,3,False,False,Human Thought and Expression,False
ENGL 405,The Brontës,ENGL,3,False,False,Human Thought and Expression,False
ENGL 408,Literature of Medieval Women,ENGL,3,False,False,Human Thought and Expression,False
ENGL 477,Advanced Workshop,ENGL,3,Instructor approval on the basis of writing samples,False,Human Thought and Expression,False
ENGL 489,Preparation for Honors in English Literature,ENGL,1,False,False,False,False
GERM 121,Beginning German I,GERM,3,False,False,Human Thought and Expression,False
GERM 201,Intermediate German I,GERM,3,GERM 122 or equivalent,Global Engagements,Human Thought and Expression,False
GERM 351,Introduction to German Literary Studies,GERM,3,GERM 202 or equivalent,False,Human Thought and Expression,False
GERM 486,German World Literature,GERM,3,Two GERM 300-level courses,Global Engagements,Human Thought and Expression,False
MUSI 111,The History of Rock (H&A),MUSI,3,False,False,Human Thought and Expression,False
MUSI 215,Music History I: Medieval through Baroque Periods (H&A),MUSI,3,Music background preferred,Global Engagements,Human Thought and Expression,False
PHIL 228,Philosophy of Science,PHIL,3,False,False,Human Thought and Expression,False
PHIL 302,Modern Philosophy (MF),PHIL,3,False,False,Human Thought and Expression,False
PHIL 312,Contemporary Political Philosophy (VT),PHIL,3,False,False,Human Thought and Expression,At least one course in ethics or political theory is recommended.
PHIL 335,Contemporary Epistemology (M&E),PHIL,3,One course in philosophy,False,Human Thought and Expression,False
PHIL 360,Feminist Philosophy,PHIL,3,False,False,Human Thought and Expression,False
PHIL 411,Wittgenstein & Phil of Lang,PHIL,3,Three courses in philosophy,False,Human Thought and Expression,A prior course in logic is recommended.
RELG 240,Religion and Terrorism,RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 245,Religion in Contemporary America,RELG,3,False,False,Human Thought and Expression,False
RELG 265,Global Bioethics and Religion,RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 281,Hindu Traditions,RELG,3,False,False,Human Thought and Expression,False
RELG 282,Introduction to Islam,RELG,3,False,False,Human Thought and Expression,False
RELG 336,Religion and Capitalism,RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 352,Theory & Method-Study of Relig,RELG,3,False,False,Human Thought and Expression,False
RELG 411,Senior Seminar in Religion,RELG,3,False,False,Human Thought and Expression,False
FREN 121,Introduction to French Language & Culture I,RMLL,3,False,False,Human Thought and Expression,False
FREN 352,Introduction to French Literature: Birth of the Modern,RMLL,3,At least four years of secondary-school French or FREN 202,False,Human Thought and Expression,False
FREN 353,Introduction to French Literature: Literary Innovations in the 20th to 21st Centuries,RMLL,3,At least four years of secondary-school French or FREN 202,False,Human Thought and Expression,False
FREN 433,The Court of Louis XIV,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
FREN 482,"Major French Authors: Twilight Zone: The ""Fantastique"" in (19th-century) French Literature",RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
ITAL 121,Elementary Italian I,RMLL,3,False,False,Human Thought and Expression,False
ITAL 201,Intermediate Italian,RMLL,3,"Two or three years of high school Italian, or ITAL 122, or the equivalent",False,Human Thought and Expression,Students with previous high school Italian should consult with instructor for proper language placement
SPAN 121,Elementary Spanish I,RMLL,3,False,False,Human Thought and Expression,False
SPAN 353,Spanish Literature: Modern Spain in Crisis,RMLL,3,At least four years of high school Spanish or SPAN 202,Global Engagements,Human Thought and Expression,False
SPAN 476,Linguistic History of Spain,RMLL,3,False,False,Human Thought and Expression,False
SPAN 478,Literature of the Caribbean,RMLL,3,False,False,Human Thought and Expression,False
SPAN 485,Latin American Novels Before the Boom (1910-1950),RMLL,3,False,False,Human Thought and Expression,False
THEA 495,Senior Seminar in Theater,THEA,3,False,False,Human Thought and Expression,False
THEA 266,Introduction to Drama,THEA,3,False,False,Human Thought and Expression,Students intending to major/minor in theater usually take either THEA 266 or THEA 267 by the end of sophomore year.
ENGL 266,Introduction to Drama,ENGL,3,False,False,Human Thought and Expression,Students intending to major/minor in theater usually take either THEA 266 or THEA 267 by the end of sophomore year.
ECON 489,Preparation for Honors Seminar: Special Problems in Economics,ECON,0,False,False,"Social Relations,Inst.& Agents",False
ARTS 101,Caves to Cathedrals: The Art of Europe and the Mediterranean to the 13th Century (AH),ARTS,3,False,False,Human Thought and Expression,False
ARTS 201,"Digital Studio: Code, Recipes, Spells (SA)",ARTS,3,ARTS 100 or FSEM 160,False,Human Thought and Expression,Previous Macintosh experience is helpful but not necessary.
ARTS 216,Nature's Mirror: Renaissance Arts 1400-1550 (AH),ARTS,3,False,False,Human Thought and Expression,False
ARTS 221,Video Arts (SA),ARTS,3,ARTS 100 or FSEM 160 or FMST 200 or FSEM 163 or instructor permission,False,Human Thought and Expression,False
ARTS 238,Transatlantic Avant-Gardes,ARTS,3,False,False,Human Thought and Expression,False
ARTS 241,Analog Photography (SA),ARTS,3,ARTS 100 or FSEM 160,False,Human Thought and Expression,False
ARTS 243,Art & Theory 1980 to Present (AH),ARTS,3,False,False,Human Thought and Expression,False
ARTS 244,Housing the Sacred in Ancient India (AH),ARTS,3,False,Global Engagements,Human Thought and Expression,False
ARTS 263,Sculpture: Surface and Form (SA),ARTS,3,ARTS 100 or FSEM 160 or ARTS 264,False,Human Thought and Expression,False
ARTS 271,Architectur Design:Sustainable,ARTS,3,ARTS 100 or FSEM 160,False,Human Thought and Expression,False
ARTS 280,Visual Culture of Fascism,ARTS,3,False,False,Human Thought and Expression,False
ARTS 360,Borderlands (AH),ARTS,3,False,Global Engagements,Human Thought and Expression,False
ARTS 406,Senior Project: Studio Art (SA),ARTS,3,ARTS 375 and (ARTS 240 or ARTS 243),False,Human Thought and Expression,False
ARTS 475,Senior Project: Art History (AH),ARTS,3,False,False,Human Thought and Expression,False
COSC 304,Theory of Computing,COSC,3,COSC 290,False,Natural Sciences & Mathematics,False
COSC 304L,Theory of Computing Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
COSC 460,Database Management Systems,COSC,3,COSC 290 and COSC 301,False,Natural Sciences & Mathematics,False
COSC 460L,Database Management Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
CORE 183S,The Science Fiction Effect,False,3,False,Scientific Perspectives,False,False
THEA 359,Performance II: Novel to the Stage,THEA,3,False,False,Human Thought and Expression,False
HIST 210,"The History of Health, Disease and Empire (TR)",HIST,3,False,False,"Social Relations,Inst.& Agents",False
NEUR 355,Language and Thought,PBSC,3,(NEUR 170 or PSYC 275) and (PSYC 200 or NEUR 201 or NEUR 202),Global Engagements,Natural Sciences & Mathematics,False
PCON 301,Int'l Human Rights & Advocacy,PSCI,3,PCON 111 or PCON 218 or ANTH 218 or PCON 225,False,False,False
PCON 340,Terror and Counter - Terror: Histories and Logics of Asymmetric Warfare,PSCI,3,PCON 111 or PCON 218 or ANTH 218 or PCON 225,False,False,False
RELG 344,Jews and Anti-Judaism,RELG,3,CORE 151,False,Human Thought and Expression,False
JWST 344,Jews and Anti-Judaism,PSCI,3,CORE 151,False,Human Thought and Expression,False
ENGL 444,Modern Wisdom Literature,ENGL,3,False,False,Human Thought and Expression,False
ENGL 290,London English Study Group Preparation,ENGL,1,False,False,False,False
GEOG 311,Global Urban,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
EDUC 318,High-Needs Schools,EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
ARTS 110,Global Contemporary Art (AH),ARTS,3,False,Global Engagements,Human Thought and Expression,False
HIST 103,American History to 1877,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 203,Age of the American Revolution (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
ALST 228,Caribbean-Conquest/Colonialism,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
HIST 228,Caribbean-Conquest/Colonialism,HIST,3,False,False,"Social Relations,Inst.& Agents",False
CORE 110S,Discovering Biology: Evolution,False,3,False,Scientific Perspectives,False,False
RELG 234,Women & Religious Traditions: South Asia,RELG,3,False,False,Human Thought and Expression,False
FSEM 100,Legacies of the Ancient World,False,3,False,Legacies of Ancient World,False,False
FSEM 101,Legacies of the Ancient World,False,3,False,Legacies of Ancient World,False,False
FSEM 102,Legacies of the Ancient World,False,3,False,Legacies of Ancient World,False,False
FSEM 105,Challenges of Modernity,False,3,False,Challenges of Modernity,False,False
FSEM 106,Challenges of Modernity,False,3,False,Challenges of Modernity,False,False
FSEM 107,Challenges of Modernity,False,3,False,Challenges of Modernity,False,False
FSEM 108,Challenges of Modernity,False,3,False,Challenges of Modernity,False,False
FSEM 111,China,False,3,False,Communities & Identities,False,False
FSEM 112,The Caribbean,False,3,False,Communities & Identities,False,False
FSEM 113,Japan,False,3,False,Communities & Identities,False,False
FSEM 126,"The Biology of Women: Sex, Gender, Reproduction and Disease",False,3,False,Scientific Perspectives,False,False
FSEM 128,"Stem Cells, Gene Therapy, and Bionics: The Making and Remaking of the Human Body",False,3,False,Scientific Perspectives,False,False
FSEM 131,The Science of Music,False,3,False,Scientific Perspectives,False,False
FSEM 132,Sports & Scientific Method,False,3,False,Scientific Perspectives,False,False
FSEM 133,Electrons & Our Civilization,False,3,False,Scientific Perspectives,False,False
FSEM 136,Privacy,False,3,False,Scientific Perspectives,False,False
